id,sentence,difficulty,augmented_sentence
3400,"Outre les économies substantielles que permet une telle collaboration, les entreprises bénéficient désormais de jeunes formés à leurs besoins spécifiques.",B2,"['Outre les remises substantielles comme permet une troisième offre, les entreprises bénéficient désormais aux professionnels formés à leurs questions spécifiques.']"
1929,"Au Québec on ne discute pas, on jase",C1,"['Au Québec Papa ne mange pas, et jase']"
552,Je ne suis jamais content.,A1,['Je ne serait jamais parti.']
1330,Ouais !,A1,['Ouaiss']
733,"Le système d'indicateurs propose des informations statistiques sur l'état et l'évolution du bien-être dans un large contexte, et qui pourront servir de base à la formation de l'opinion publique et aux prises de décisions politiques.",C1,"[""Le système international'indicateurs propose des données statistiques sur l' origine et n'évolution du --être dans un large contexte, et qui pourront servir de base à toute construction de re'opinion publique et aux prises d mesures politiques.""]"
395,L'âme mobile de la comtesse embrassa avec enthousiasme l'idée de ce nouveau genre de vie ; il y avait vingt ans qu'elle n'avait habité ce château vénérable s'élevant majestueusement au milieu des vieux châtaigniers plantés du temps des Sforce.,C1,"[""'âme mobile de la comtesse nousembrassa avec enthousiasme à'idée de ce nouveau genre de vie ; il y déjà 17 ans qu'elle y'avait habité ce domaine vénérable s'élevant majestueusement au milieu des mille châtai ets plantés du temps des Ss.""]"
3327,Ce mémoire concerne l'étude de la retrocycloaddition d'oxazolidines conduisant a l'espece reactive ylure d'azomethine.,C2,"[""Ce mémoire concerne l'étude de la formeooaddition d' x soli<unk>s conduisant en l'espe pro nomactive ylure d'az a enine.""]"
4798,"Les coûts liés à la journalisation n'étant pas négligeables et la capacité mémoire des journaux n'étant pas infinie, l'administrateur système ou le responsable sécurité ont tout intérêt à indentifier les événements pertinents.",C2,"[""Les droits liés à la journalisation n'étant guère conséquents et la capacité mémoire des ordinateurs n'étant pas infinie, l'administrateur système avec un gérant sécurité aurait tout intérêt pu enntifier les événements pertinents.""]"
1994,"Durant sa durée de validité, son titulaire bénéfice de la liberté de circulation dans l'espace Schengen",C1,"[""Pour sa procédure de constitution, son titulaire dépend de la liberté du navigation dans votre'espace Schengen""]"
3701,"Le beau monsieur, qui était magicien, le força alors à le conduire à la montagne, et à ouvrir le rocher en le touchant avec l'herbe merveilleuse.",B1,"[""du beau Jean, qui devient magicien, tout perdça alors à vouloir conduire par la montagne, et un ouvrir le rocher en le battant avec l'herbe!.""]"
2905,Et aussi grâce à la télévision parce qu'on regardait tous les soirs deux ou trois épisodes de mes séries préférées.,B1,"[""Et aussi grâce aux ma télévision gratuiteque'on regardait souvent les premièress deuxième ou trois heures de mes séries préférées.""]"
1421,"Je vois bien l'intérêt de cet appareil, mais je n'en ai pas l'usage.",B1,"[""Tu vois bien u'intérêt de cet appareil, mais apparemment t' e trouve pas l' adresse.""]"
2813,"Ce lundi 8 mars, Journée internationale des droits des femmes, les salariés de McDonald's sont à nouveau dans la rue.",C1,"[""Ce lundi 14 octobre, veille internationale des libertés des femmes, les salariés sandwich McDonald's sont tout nouveau dans les tourmente.""]"
874,Vous êtes partie.,A1,['Re avez partie.']
586,Certains partenaires ne demandent pas votre consentement et s'appuient sur leur intérêt commercial légitime pour traiter vos données.,C2,"[""Certains éditeurs de demandent pas votre accord et nous'appuient sur leur représentation juridique légitime pr traiter vos données.""]"
2397,"Après ça, nous étions un peu fatigués",A2,"['Malgré ça, nous étions un peu repos et']"
1922,"Contre le mur, il y a une grande affiche",A1,"['Contre le mur, il y eu un grande fenêtre']"
3388,Je suis arrivé en retard à mon rendez-vous quotidien.,A2,['Moi suis actuellement en retard à au rendez-vous annoncé.']
3999,Carlos Ghosn sera-t-il le dernier protagoniste de sa folle escapade à demeurer hors d'atteinte de la justice ?,B2,"[""Carlos Ghos... sera-t-il le dernier protagoniste dans notre folle escapade vers Bagdad en y'atteinte de leur justice?""]"
893,"Ensuite, suivre l'exemple des viticulteurs qui ont su, eux, se remettre en cause, opérant une réforme qui porte aujourd'hui ses fruits.",B2,"[""Ensuite, a l'exemple des viticulteurniers qui avait su, eux, se remettre debout s, opéraamorce une mutation laquelle porte aujourd' maintenant leurs fruits.""]"
2330,J'ai perdu ma montre.,A1,"[""J'ai embrassé ta mère.""]"
2057,Le site web wwwmonprospectuscom se vante les mérites de la réclame sur papier,B2,['mon site web wwwmon monspect pour professionnel se regroupe les pros de la réclame sur papier']
2465,Des enfants en choeur : Des petits pois avec de la salade !,A2,['les enfants en choeur : Aux petits pois : de la gourmandise!']
2711,"Non, ne sors pas jouer sans protection !",A2,"['Non, alors sors pas jouer sous protection!!']"
4242,Il fait beau aujourd'hui !,A1,"[""Il fait également le'hui l""]"
4691,"Un bel organe, un imperturbable aplomb, plus de tempérament que d'intelligence et plus d'emphase que de lyrisme, achevaient de rehausser cette admirable nature de charlatan, où il y avait du coiffeur et du toréador.",C2,"[""Un bel artiste, un regarderturbable avecaplomb, plus de tempérament que d'intelligence et plus d' dehase encore de lyrisme, a peraient de rehausser cette splendide nature qu char atan, où il y avait du coiffeur et du maçonréador.""]"
2108,"En effet, cette tonne va nous jouer ce soir le rôle de Phédon.",B1,"['En principe, cette tonne devait nous servir ce soir le refrain dans Phéd Mai.']"
1057,"Ce dernier lui décrit sa patrie dans les contrées du sud, il lui parle des coutumes, des traditions de son peuple.",B2,"['Ce journal lui évoque sa patrie dans certaines contrées du sud, qui la parle des mœurs, et droits de son peuple.']"
64,"Avec de l'expérience, le télévendeur peut devenir animateur d'un pôle de télévendeurs, superviseur d'équipe, chef de plateau.",B1,"[""Après de l'expérience, ce chef techniciende expert sait devenir animateur d' ancien pôle de télévendeurs, supervise Chef en'équipe, chef en plateau.""]"
4039,Il n'a pas cours l'après-midi du mercredi,A1,"[""Il se'a eu son après'après-midi du mercredi""]"
241,Un journaliste de Art Press a interviewé Agathe sur la performance dans laquelle elle a participé.,B2,['Les journaliste de Art Press semble interviewé Barbara Nancy sur chaque performance sur laquelle elle a participé.']
1870,Ma mère s'appelle Marie.,A1,"[""Ma fille L'appelait Marie.""]"
3111,À la fois graphiste et journaliste: le directeur artistique du quotidien espagnol La Vanguardia (Barcelone) publie régulièrement un éditorial sous forme d'infographie,C1,"[""À dit télé graphiste et journaliste: le directeur artistique du quotidien Le O Vanguard Zara ( et delone) propose également un éditorial faisant forme d'infographie""]"
1279,La règle du frein à l'endettement devrait traiter de manière symétrique les dépassements de dépenses et les économies réalisées.,C1,"[""La règle du frein à ['endettement devrait traiter de manière obligatoire des reconnaissances de dette et vos erreurs réalisées.""]"
4464,Je ne veux pas aller au cinéma.,A1,['Je me veux voir travailler au cinéma.']
1618,"Avec la lutte contre le séparatisme, une stratégie d'entrave et répressive contre l'islam radical est mise en oeuvre.",C1,"[""Avec la lutte dans le hautenage, une stratégie radicale'entrave idéologique contrepressive contre l' Etat radical apparait mise en marche.""]"
4772,"À Pâques, les parents cachent des oeufs en chocolat dans la maison et le jardin, et les enfants s'amusent à les chercher.",B1,"[""À Pâques, les parents cachent des oeufs durs chocolat vers la maison par le parc, mais bébé souris s'amuse facilement à la chercher.""]"
2744,Cette histoire ne ressemble pas à celle de Vacances romaines.,A1,['Cette personne qui ressemble pas à être de Vacances romaine précédent.']
3511,S'il vous plaît.,A1,"[""S' attention te plaît.""]"
1511,Le train de ma soeur arrive à 20h05,A1,['Le bus « voyage soeur arrive à 20h05']
1472,"Savoir exactement quelle sera la météo, quelles seront les soirées où vous devrez être habillée",B2,"['Plus exactement quels serait la journée, quelles seront les occasions où vous devrez être habillée']"
119,Ces tanières se fondent dans la nature pour être quasiment invisibles.,C1,['Ces tanières se fondent dans notre nature doivent rester finalement isolées.']
436,J'ai perdu mes feuilles !,A1,"[""J' aurais perdu mes racines et""]"
1706,"Une petite marque au front, des cicatrices sur le corps et une démarche légèrement claudicante étaient les seules traces visibles de l'accident qu'elle avait subi un an et demi auparavant.",B2,"[""Une seule marque au poignet, des cicatriceries sous le corps et une écriture presque claudic - étaient les trois traces visibles de l'accident qu'elle avaient subi un an et soir auparavant.""]"
3469,"Notre papier comporte en premier lieu une description détaillée des données étudiées, ainsi que diverses analyses concernant ces dernières.",B2,"['Un projet proposera en premier lieu une revue détaillée des communautés étudiées, ainsi</s>NOTUSED diverses analyses concernant celles dernières.']"
823,Mais où est Alice ?,A1,['Car où est Alice (']
4558,Une petite fille : Là ils [ne] comprennent pas notre langue parce qu'ils [ne] parlent pas,A2,"[""Trop jolie fille : Quand ils (ne] comprennent pas notre langue des qu' ils leurne] parlent pas""]"
3202,"D'abord, les produits fabriqués en France sont en moyenne 30 pour cent plus chers que les autres",B2,"[""D'abord, les articles livrés en France sont assez gros 30 pour 40 meilleurs chers que les autres""]"
4004,"Malgré les explications d'Emma, dès le duo récitatif où Gilbert expose à son maître Ashton ses abominables manoeuvres, Charles, en voyant le faux anneau de fiançailles qui doit abuser Lucie, crut que c'était un souvenir d'amour envoyé par Edgar.",C2,"[""Malgré les explications d' Annma, durant le duo récitatif où Gilbert montrait à l camarade Ashton ses a ouminables manoeuvres, Charles, en voyant mon délicat serment de fiançailles qui doit abuser Lucie, crut que n'était un souvenir d'amour envoyé par Edgar.""]"
3641,Ce petit nombre est notamment dû à ses expérimentations constantes et parfois désastreuses de nouvelles techniques.,C1,['Un chiffre nombre étant naturellement dû à ses expérimentation de constantes et parfois désastreuses de diverses techniques.']
3662,Les femmes sont sous-représentées dans le domaine des sciences.,B2,['Les femmes sont sous- officiersprésentées devant notre conseil universitaire sciences.']
87,Elle peut donc ouvrir d'autres réflexions et finalement devenir très enrichissante.,B2,"[""Je peut donc rappeler nos'autres hypothèses et finalement devenir très familière.""]"
523,Il y a un nouveau film avec son acteur préféré,A2,['... y a un ancien clip avec son acteur préféré']
2278,"Deuxièmement, Spinoza précise bien que les hommes ""se vantent"" d'être libre car le désir d'être libre, même illusoire, est beaucoup plus valorisant pour l'orgueil humain que l'idée d'être totalement déterminé",C2,"['Deuxièmement, Spinoza précise bien que les gens [...]se vantent"" d\'être libre car le sentiment d\' exister unique, chose illusoire, est beaucoup plus valorisant envers l\' esprit cérébral que l\'idée d\'être parfait déterminé']"
3018,"Les fans des costumes de Carrie Bradshaw dans ""Sex and the City"" se régaleront devant les tenues d'Emily, de la même créatrice, Patricia Field (même si on lève les yeux au ciel quand Emily se met à porter des bérets).",B2,"['Les fans des costumes de Carrie theshaon dans "" The Man - the City"" passer régaler ici devant les tenues d\'Emily, de la même créatrice, Patricia Field (même si on lève deux yeux au doigt quand Emily se met à porter des bérets :-)']"
3316,"Il est tard, je rentre chez moi.",A1,"['Ils est tard, veuillez rentre rapidement moi.']"
1212,Il est tombé malade l'année précédant son mariage.,B2,"[""est en tombé malade d'année suivante son mariage.""]"
4122,"Les personnes qui l'utilisent très fréquemment, adolescents comme adultes, seraient davantage anxieuses et déprimées.",B2,"[""Les personnes qui j'utilisent également fréquemment, ados / adultes, sont facilement lesxieuses et déprimées.""]"
370,Je dois beaucoup travailler mais ça me plaît,A1,['Je désire beaucoup travailler mais ne me re']
1690,A samedi !,A1,['A lire!']
4315,"Du fait de la progression démographique et du développement des classes moyennes dans le monde, les systèmes éducatifs vont devoir former, d'ici à 2050, autant d'étudiants que durant toute l'histoire de l'humanité réunie.",C1,"[""Du fait de vue progression démographique exponentielle du développement des classes moyennes dans notre milieu, certains systèmes éducatifs vont devoir supporter, d'ici à 20 siècles, autant d'étudiants composant celui de l'histoire de l'humanité réunie.""]"
3256,A bientôt !,A1,['A bientôt d']
4444,"En plus de toutes ces activités, le Salon du Chocolat est également l'endroit rêvé pour découvrir et acheter les chocolats de nombreux artisans chocolatiers du monde entier, réunis en un seul lieu à Paris",B1,"[""Hors plus de toutes ces activités, notre Monde du Chocolat est également l'endroit rêvé pour découvrir et échanger nos meilleurss de nombreux Gros chocolatiers et Japon entier, réunis depuis un seul lieu à Paris""]"
961,C'est déjà ça.,A1,"[""C'est fin prêt.""]"
1771,Je voudrais bien construire les bâtiments les plus hauts du monde.,B1,['Je voudrais bien découvrir vos armes les plus efficaces du monde.']
4353,Pour réussir un entretien il faut écouter avec attention et répondre avec des phrases courtes,B1,['Pour CV comme entretien il faut écouter les attention et réussir avec des formules courtes']
2112,J'ai un garage pour ma voiture et pour mon vélo.,A2,"[""J' agence 2 garage pour ma boutique et pour mon appartement.""]"
3864,"Derrière elle, elle l'entendit l'appeler.",B1,"[""Voyant Martin, Alice l'entendit se'appeler.""]"
486,"Liberté privée, ordre public: telle est l'équation fétiche des Français.",B2,"[""Liberté économique, ordre public: telle voilà l' identification parfaite des politiciens.""]"
413,"Oui, j'ai ouvert un restaurant à Lyon depuis six mois dans le centre ville.",A1,"[""Oui, j' aussitôt retrouvé un site pour Lyon depuis six jours dans le tiers ville.""]"
3830,Cet enjeu considérable a mené les communautés scientifiques nationales et internationales à lancer plusieurs projets d'envergure.,C1,"[""Cet enjeu considérable  divisé les communautés politiques américaines et internationales à lancer différents projets d' (...).""]"
3079,"Aristocrate de naissance, il haîssait par instinct quatre-vingt-treize; mais philosophe par tempérament, et libéral par éducation, il exécrait la tyrannie d'une haine inoffensive et déclamatoire.",C1,"[""Pour cecrate de naissance, il haîssait par instinct quarante-vingt- pourize; mais philosophe par tempérament, pas libéral par éducation, il exeissait avec force d'une haine inoffensive ni déclamatoire.""]"
2820,"Le 7 mars 1991, 25 000 réfugiés albanais atteignent le port de Brindisi, dans la région des Pouilles.",C1,"['Le 7 mars 1991, 25 000 ressortissants albanais dans le pays du Brindi 3, ex : région des Pmu.']"
3624,"Le bus est certes très pratique, mais très dépendant de la qualité du trafic.",B2,"['Le bus est certes très beau, mais complétement dépendant vue la direction de trafic.']"
1646,"Ils disaient ça : ""Mais, en fait, j'ai eu tort"".",A2,"['Qui pensaient ça : ""Mais, bien fait, j\' a eu tort!""']"
4323,"mon ami, j'ai peur de la méchante femme.",A2,"[""Salut ami, j' déjà hâte de la troisième femme.""]"
2640,"Certains, pourtant, haïssent cette béance dans leur agenda, ce vide, ce temps mort.",C2,"['Certains, pourtant, connaissentssent telle béance dans leur identité, ce oubli, ce détail perdu.']"
4388,"Une des originalités de la Fondation est d'impliquer la communauté scientifique dans la création des ressources pédagogiques, l'accompagnement des classes et la formation continue des enseignants.",C2,"[""Chacune des originalités envers la Fondation est -' inclure la communauté scientifique dans la création 3 manuels disponibles, l'accompagnement toutes classes et notamment formation continue et enseignants.""]"
1964,"Dans la profondeur des hautes bâtisses moyenâgeuses de la rue des Nobles ou de la rue des Archers se creusent des espèces d'arrière-cours où les sombres maçonneries qui les encadrent entretiennent une constante humidité de sépulcre et ne laissent pénétrer qu'un filet de jour spectral, tombé du mince hublot de ciel que découpent les toits en surplomb.",C2,"[""Dans la vallée des hautes bâtisses moyenâgeuses de la rue des Nobleettes ou dans la rue des Archers se creuse ainsi des espèces d'arrière-cours où De grandes maçonneries qui les encadrent entretiennent lin constante humidité du sépulcre et ne cessent pénétrer d'un filet de jour spectral, tombé du mince hublot de ciel que découpent les toits en surplomb.""]"
946,"Anne, 52 ans, a vécu cette libération.",C1,"['Chacun, 52 mètres, a vu cette libération.']"
1333,"Je ne savais pas que, bien plus tristement que les petits écarts de régime de son mari, mon manque de volonté, ma santé délicate, l'incertitude qu'ils projetaient sur mon avenir, préoccupaient ma grand'mère au cours de ces déambulations incessantes de l'après-midi et du soir, où on voyait passer et repasser, obliquement levé vers le ciel, son beau visage aux joues brunes et sillonnées, devenues au retour de l'âge presque mauves comme les labours à l'automne, barrées, si elle sortait, par une voilette à demi relevée, et sur lesquelles, amené là par le froid ou quelque triste pensée, était toujours en train de sécher un pleur involontaire.",C2,"[""Je ne savais pas que, bien plus tristement que les petits écarts de régime de son enfance, si peu de volonté, sa chair délicate, l'incertitude qu' elles projetaient sur mon avenir, préoccupaient ma grand'mère y cours de ces déambulations incessantes durant l'après-midi et du soir, où on voyait passer et repasser, obliquement levé vers le ciel, son beau visage aux joues brunes et sillonnées, devenues au retour de l'âge presque mauve tout comme les labours à l'automne, barrées, si elle sortait, par une voilette à demi relevée, et sur lesquelles, amené là par le froid ou quelque triste pensée, reste toujours en train de sécher un pleur involontaire.""]"
2575,L'influence du microbiote sur notre comportement a pu être observée.,C1,"[""Parfois'influence du microbiote durant la physiologie a encore être observée.""]"
3255,"La première critique consistera à remarquer que Lafcadio fait reposer son passage à l'acte sur des signes extérieurs, en l'occurrence l'apparition ou la non apparition d'un feu dans la campagne",C2,"[""Ma seconde critique consistera à remarquer si La Recadio fait reposer par passage pour l' écriture sur tous signes extérieurs, en l'occurrence l' présence ou la non apparition d' Le feu dans la campagne""]"
843,À la semaine prochaine.,A1,['À votre semaine suivante.']
826,Pour le dessert il y a de la mousse au chocolat.,A1,['Sur le chocolat il y a de la préparation au sésame.']
1989,A cela s'ajoute la diminution de l'activité physique.,B2,"[""A présent s' impose la continuité de l' exercice physique.""]"
3553,"Ils s'engouffraient dans les sentiers, puis se ruaient sur les arbres et tiraient sur leurs branches.",B2,"[""Certaines s'en vnraient de quelques sentiers, puis se dissimuléaient sous nos arbres et tiraient sur leurs branches.""]"
841,"Mais d'autres n'étaient pas d'accord : ""Son accent est tellement fort que l'auditeur va oublier ce qu'il dit"", ""La politique est un sujet trop sérieux pour être confié à une intonation aussi chantante*"" À la fin, Philippe Labro, alors vice-président de la station de radio, a expliqué : ""Il y a deux possibilités : soit son accent lui permettra d'être connu et ce sera très bien.",B1,"['Mais d\'autres n\'étaient pas d\'accord : ""S Son accent est tellement particulier que l\'auditeur va oublier ce -\'il dit ; /La politique est un sujet trop sérieux pour être confié à une intonation aussi chantante*"" À la fin, Pascal Labro, deuxième vice-président de la station de radio, a expliqué : ""Il faut a des possibilités : soit son accent lui permettra d\' rester connu et ce sera très bien.']"
3920,"Car là où elle est appliquée, cette indemnité a produit d'excellents résultats.",B2,"[""Car partout où vous est menée, cette recherche publique produit d'excellents résultats.""]"
67,"Sur d'autres, on entendait une série de détonations, tandis que des contestataires scandaient: ""notre révolte doit réussir"".",C1,"['Changer d\' air, elle entendait une série de dé fations, souvent quand leurs contestataires scandaient: Seulenotre révolte doit gagner"".']"
1561,"En parallèle, les romans et les films de science-fiction ont présenté des robots, comme les Transformers par exemple, aux pouvoirs surhumains.",C1,"['Parfois effet, les romans mais mêmes films et science-fiction ont présenté des robots, comme les chatss en exemple, à pouvoirs sur less.']"
1594,Le concept est simple : chaque ménage peut déposer son appareil hors d'usage contre l'achat d'un neuf chez le même distributeur.,B2,"[""Le concept est simple</s>NOTUSED Tout ménage peut déposer son appareil audio d' inventaire contre l' acquisition d'un appareil dans le premier détaillant.""]"
1673,J'ai bien aimé le film,A2,"[""L'ai également aimé ce film""]"
4790,Merci pour cette histoire et bonne année !,A1,['remercie pour cette histoire et agréable année 2015']
1487,"Cependant une invincible timidité m'arrêtait : tous mes discours expiraient sur mes lèvres, ou se terminaient tout autrement que je ne l'avais projeté.",C2,"[""pourtant une invincible faim m' asserviait : tous mes discours exmaient sur mes actions, il se mient tout seul quand le ne l'avais projeté.""]"
1014,"Depuis 1975 l'établissement public a protégé quoi, à peu près 10% du linéaire côtier du béton.",C1,"[""Depuis 1975 l'établissement qui a protégé quoi, à grand gros 10% secteur public avec du béton.""]"
3160,Nous lisions ensemble des poètes anglais ; nous nous promenions ensemble.,C2,['Nous lisions ensemble des poèmes anglais ; mais leur menions ainsi.']
4716,"""Friendly"" pour ""Amicalement"" est tout simplement un non-sens",C2,"['""F : mely"" pour ""Amicale Nationale"" est tout aussi un ""- équivoque']"
2761,Vous devez habiter dans le centre de Limoges ou avoir une voiture.,A1,['Vous devez devenir un grand centre de Limoges ou avoir une maison.']
2301,Il eut acheté des méthodes pour apprendre la guitare.,B2,['Il eut acheté des tablettes pour augmenter la lecture.']
232,"Ces deux étapes se caractérisent pas la difficulté éprouvée par le couple devant les choix qu'impose l'éducation de leurs enfants (école, religion, langue.).",C2,"[""Ces différentes étapes se valent par leur difficulté éprouvée par le sorcier entre les choix qu'impose l' intérieur de ses petits (7école, religion, langue.).""]"
847,Il y aura bientôt une salle de consommation à moindre risque pour les toxicomanes,B2,['Il y aura prochainement une solution de consommation à moindre quantité pour les jeunesman [...]']
1407,Je ne sais pas si j'ai assez d'argent pour vous accompagner,A2,"[""Je na sais pas comment j'ai été important' assurance pour vous accompagner""]"
543,"Si l'épicerie de quartier avait été ouverte en ce jour congé, comme indiqué sur le panneau informatif nous aurions acheté du lait et du sirop d'érable pour préparer du pain perdu aux enfants.",B2,"[""Si l'épicerie côté quartier avait été ouverte en ce deuxième congé, comme indiqué sur le papier informatif nous aurions acheté deux lait et un sirop d' algues pour compléter le poulet perdu sans enfants.""]"
4511,"Par exemple, on peut aborder la notion d'algorithmique avec une recette de cuisine, ou s'initier à la cryptographie avec des boîtes, des cadenas et des clés , explique David Wilgenbus.",C2,"[""Par exemple, on peut aborder la notion abstraite' exploitationgorithmique avec des clé de cuisine, mais encore' introduire à la vraiegraphie avec des boîtes, des cadenas à des clés, explique David Wilsbus.""]"
859,Je me disais alors que je voulais aussi combattre pour la justice,A2,['Je me demande alors que comment voulais aussi travailler pour la lumière']
911,"Elle évoque un autre point : ""Encore aujourd'hui, certains pensent qu'un enfant élevé dans deux langues différentes réussit moins bien à l'école.",B1,"['Elle évoque un dernier point et "" lescore aujourd\'hui, qui pensent qu\'un enfant formé aux deux langues exactement réussit moins bien de naître\' International.']"
3491,"C'est la génération ""moi, moi, moi"", qui préfère l'accomplissement à l'accumulation de biens, la jouissance à l'abnégation, note Jean-Paul Tréguer, 50 ans, patron de l'agence de pub Senioragency et pionnier du marketing en direction des seniors.",C1,"['C\'est la génération ""moi, moi, moi!"" qui préfère l\'accomplissement à l\'accumulation de bien cachés, que facilité à l\'abutilité..., résume Jean-Paul duchet, 50 ans, directeur de l\'agence de pub Senioragency et pionnier du marketing en direction des seniors.']"
2345,Il est gros.,A1,['Ne mérite gros.']
2670,Tu es très sympa.,A1,['Installation présentes très sympa.']
3760,"Entre-temps, cette inflation a dopé les interactions et donné une place nouvelle à l'Europe vis-à-vis des autres ensembles sociaux de l'Ancien Monde.",C1,"[""Entre-temps, la inflation a ferisé certaines interactions etonné cette capacité nouvelle à l'Europe par-à- face des autres peuples sociaux de l'Ancien Monde.""]"
1262,"[Les dames rient] Je pense qu'il y aurait de la bagarre, hein",A2,"[""De... dames rien!] Je pense qu' i y eut bientôt la bagarre, hein""]"
3275,Les enfants et les ados de certains quartiers sont sous haute surveillance.,B1,['Les familles et les ados de certains établissement devront désormais haute surveillance.']
3041,Elle a été perçue comme un moyen de transport puéril.,B2,['Composition ayant été perçue sur un instrument de transport puéril.']
1385,"C'est un petit appartement, sans beaucoup de confort, mais près du centre-ville.",B1,"[""C'est un seul immeuble, sans beaucoup d prétention, mais près des centre- historique.""]"
4010,"Les incidents sont disposés et gradués vers le point culminant et l'effet de la fin, qui est un événement capital et décisif, satisfaisant toutes les curiosités éveillées au début, mettant une barrière à l'intérêt, et terminant si complètement l'histoire racontée qu'on ne désire plus savoir ce que deviendront, le lendemain, les personnages les plus attachants.",C1,"[""Les incidents sont disposés et ainsimenés vers le point culminant et l'effet de sa fin, qui est un événement capital et décisif, satisfaisant toutes les curiosités éveillées au début, mettant une barrière à l' interprétation, et terminant si complètement l'histoire racontée 'on ne désire que savoir celui que deviendront, le lendemain, les personnages encore personnages célèbress.""]"
3970,"Le matin, elle va au marché du village pour acheter des fruits et des légumes, et pour discuter avec ses voisins",A1,"['Le matin, elle va au marché du matin pour acheter certains fruits et  légumes, ensuite pour discuter pour les copines']"
469,"Elle n'aime pas les reproches, elle est susceptible.",B1,"[""Jessica n'aime pas les reproche humains, elle la narcissique.""]"
1004,"Candide, plus ému encore de compassion que d'horreur, donna à cet épouvantable gueux les deux florins qu'il avait reçus de son honnête anabaptiste Jacques.",C1,"[""Candide, plus ému encore d douleur que d'horreur, raconte au Pierre épouvantable eteux les ré bonbonsfloraux q'il avait reçus de son honnête anabaptiste Jacques.""]"
2073,"""Comment voulez-vous demander une analyse grammaticale ou parler du pronom relatif à un enfant qui n'emploie que des propositions juxtaposées?"", regrette-t-il.",C2,"[""»Comment voulez- vous demander mon étude grammaticale aussi simple du pro allemand relatif à un enfant et n' ade que des propositions juxtaposées...., regrette-t-il.""]"
4626,Cette maison vient d'être vendue à des Hollandais,B1,"[""Cette voiture viendrait d' enfin vendue à 11 Hollandais""]"
2707,J'étais obligé d'ouvrir la fenêtre pour respirer ; mon sang me brûlait en circulant dans mes veines.,C2,"[""J'étais pressé d'ouvrir ma fenêtre pour respirer mais quelque être me brûlait lentement circulant dans ma veines.""]"
742,On pense d'emblée à un vieux scribe accroupi ou à l'occupant d'une échoppe bancale nichée dans l'entresol d'un vénérable immeuble à colombages.,C1,"[""On pense d'emblée à un gentil  gars accroupi adossé à l'occupant à'une échoppe banc fortune nichént dans son'entresol discret'un vénérable hôtel sans colombages.""]"
1020,"La gorge ronde des mannequins gonflait l'étoffe, les hanches fortes exagéraient la finesse de la taille, la tête absente était remplacée par une grande étiquette, piquée avec une épingle dans le molleton rouge du col ; tandis que les glaces, aux deux côtés de la vitrine, par un jeu calculé, les reflétaient et les multipliaient sans fin, peuplaient la rue de ces belles femmes à vendre, et qui portaient des prix en gros chiffres, à la place des têtes.",C2,"[""La gorge ronde des mannequins gonflait l'étoffe, les hanches fortes exagéraient la finesse de la taille, la jupe absente était remplacée par une grande étiquette, piquée avec une épingle dans le noirton autour du col ; tandis que les glaces, aux deux fenêtres de la vitrine, par un jeu calculé, les reflétaient et les multicadaient sans fin, onplaient une rue de ces belles femmes à vendre, mais qui portaient leur prix en gros chiffres, à la différence des têtes.""]"
947,Et c'est efficace ?,A1,"[""Et c' après tout?""]"
2131,"Finies les façades grises et ternes, terminée la morosité ambiante : les rues se parent de guirlandes scintillantes et les vitrines rivalisent d'imagination pour leur décoration.",B2,"[""Fini les les façades griseuses sur tristes, terminée la morosité ambiante puisque les rues en deviennent de lanternes scintillantes et les villes rivalisent avec'imagination pour leur décoration.""]"
2193,"Il était furieux contre le berger, qui avait révélé le secret de la grotte aux serpents.",B1,"['John était furieux sur ces berger, qui avait révélé divers secret de la grotte aux expertsx.']"
4373,"Certains partirent furibonds, jurant qu'ils ne se soumettraient jamais à un roi trop jeune pour avoir de la barbe au menton",C2,"[""Certains partirent furis également, jssant qu'ils ne lui fitraient toutefois à aucun roi bien jeune pour tenir même la barbe au menton""]"
789,Qui a aidé le paysan à tromper le démon ?,B1,['Qui a réussit à paysan et tromper le démon?']
1919,"J'étais assez calme, j'avais beaucoup de copains et je passais des heures avec eux tous les jours",A1,"[""J'étais assez triste, j'avais beaucoup de copains et encore pas pu faire des sorties et voir tous les autres""]"
123,"Je m'appelle Camille et quand j'étais enfant, j'avais des rêves plein la tête",A2,"[""Je r'appelle Camille et quand j' est enfant, m'avais des couleurs derrière une tête""]"
1776,Nous n'eûmes aucun mal à retrouver l'homme parmi la foule des voyageurs qui convergeaient vers la sortie,C2,"[""Nous o' aiû heureusement aucun mal à retrouver l'homme dans la foule des résidents qui progressverge rapidement vers notre sortie""]"
1018,Est-ce que le professeur Omar est libre ?,A1,['Est- s sûr le professeur Omar pense libre?']
1826,Je vous ouvre un compte.,A2,['Je vous écris un nouveau.']
2273,Elle est surprise que les étudiants soient toujours en retard.,B1,['Elle est remarquable que les étudiants aient toujours autant forme.']
