id,sentence,difficulty
3191,Les mères de mes amis d'école se sont rejoins devant la grille pour les attendre.,B1
4499,Le couple a très vite su ce qu'il voulait demander comme souhaits à la fée.,B1
1154,"Avec de nombreux professionnels, j'ai appelé, en tant que contrôleuse générale des lieux de privation de liberté (CGPL), à une vaccination massive du personnel et des prisonniers.",C1
2255,"C'est en décembre 1967, après bien des invectives au Parlement, que sa loi relative à la régulation des naissances, dite loi Neuwirth est votée : elle autorise la vente exclusive des contraceptifs en pharmacie sur ordonnance médicale, avec autorisation parentale pour les mineures",C1
1682,"Ce code, si l'on en jugeait par l'entêtement soudain qu'elle mettait à ne pas vouloir faire certaines commissions que nous lui donnions, semblait avoir prévu des complexités sociales et des raffinements mondains tels que rien dans l'entourage de Françoise et dans sa vie de domestique de village n'avait pu les lui suggérer ; et l'on était obligé de se dire qu'il y avait en elle un passé français très ancien, noble et mal compris, comme dans ces cités manufacturières où de vieux hôtels témoignent qu'il y eut jadis une vie de cour, et où les ouvriers d'une usine de produits chimiques travaillent au milieu de délicates sculptures qui représentent le miracle de saint Théophile ou les quatre fils Aymon.",C2
3170,Le pire coupable est ici la pratique quasi universelle du doublage des films et séries télévisées,C2
2056,"Avec une rentabilité de 1 500 à 3 000 euros par chambre et par an, l'aventure tourne parfois court.",C1
4090,"Aussitôt le prince manda près de lui les meilleurs et les plus endurants parmi les chasseurs et les paysans, parmi les vagabonds et ceux qui les poursuivent, parmi les soldats exercés aux longues marches et les messagers endurcis aux fatigues.",B2
3108,"Cette première étape est celle de l'apprentissage de l'autre, celle où chacun souhaite vaincre ses craintes et relever le défi.",C2
4548,"Les types de dette comprennent les leasings pour véhicule, les petits crédits ou crédits à la consommation, les achats par acomptes, les dettes auprès de la famille ou des amis, les hypothèques sur résidence secondaire, les arriérés de paiement ainsi que les comptes à découvert et les factures impayées sur les cartes de crédit.",C2
3723,"Le prince Charles, 56 ans, et sa compagne, Camilla Parker-Bowles, 57 ans, ne s'apprêtent-ils pas à convoler, enfin?",C1
2049,"Ces dernières années, j'avais un peu délaissé le piano et j'ai joué pendant une heure.",A2
3643,"Je passai quelques heures à ses pieds, me proclamant le plus heureux des hommes, lui prodiguant mille assurances de tendresse, de dévouement et de respect éternel.",C2
4730,Je sais en faire depuis que je suis très jeune,B1
623,"Le pays, qui pèse 17 % des émissions de GES, doit impérativement ratifier le protocole de Kyoto pour que celui-ci entre en vigueur.",C1
262,"Il avait pris sa belle valise verte qu'il trimballe depuis vingt ans, pour passer cinq jours de vacances près de Vannes chez sa vieille amie Sylvaine qu'il voyait beaucoup avant de vivre à Valencienne",B1
3369,"Alors qu'ils représentent 20 % de la population, les retraités forment déjà 30 % des électeurs.",B2
4061,"Ici, tout est immense, il y a du monde partout, les gens sont pressés c'est impressionnant !",B1
1802,Comment allez-vous aujourd'hui ?,A1
4792,"Les villages situés à mi-côte sont cachés par de grands arbres, et au-dessus des sommets des arbres s'élève l'architecture charmante de leurs jolis clochers.",C1
2385,"La comtesse se mit à revoir, avec Fabrice, tous ces lieux enchanteurs voisins de Grianta, et si célébrés par les voyageurs : la villa Melzi de l'autre côté du lac, vis-à-vis le château, et qui lui sert de point de vue ; au-dessus le bois sacré des Sfondrata, et le hardi promontoire qui sépare les deux branches du lac, celle de Côme, si voluptueuse, et celle qui court vers Lecco, pleine de sévérité : aspects sublimes et gracieux, que le site le plus renommé du monde, la baie de Naples, égale, mais ne surpasse point.",C1
1959,"Le personnage de Saul Goodman est créé pour conduire Walter et Jesse vers un trafic de drogue à plus grande échelle, suppléant à des personnages tels que Badger, un petit trafiquant ami de Jesse.",C1
2976,"Pour le plat de résistance de ce soir, je n'ai ni de tomates, ni de courgettes dans mon garde-manger.",B1
488,Je commence par un petit-déjeuner dans un café près de l'Arc de Triomphe avec des croissants délicieux,B1
1843,"Une fois déchiquetées et séchées, elles sont alors agglomérées en petits cylindres appelés ""palettes"".",B2
1734,Le marché fut bientôt conclu.,B2
2911,La nuit vient de tomber sur Calcutta et la tempête entre en ville avec une puissance terrifiante,A2
3219,"Le pauvre berger obéit , et tout à coup il se trouva assis sur le dos du dragon, qui volait rapidement par-dessus les montagnes et les mers.",B1
146,À très bientôt.,A2
1986,"Il arrive à sortir en jurant au roi des serpents qu'il ne révèlera pas le secret de la grotte (ni le lieu, ni comment y entrer).",B1
1369,Il faut inciter la population à refuser les pailles en plastique.,B2
2811,Les professeurs d'anglais préparent des cours sur le sujet et participent à sa diffusion auprès de la jeunesse,B2
659,"Le port à la ceinture aussi, de même que la panoplie de la frimeuse accomplie , décrite en ces termes : Doudoune volumineuse, chaussures à talon compensé et l'Indispensable Téléphone Portable.",B2
1794,J'ai entendu dire que le maire souhaitait supprimer le festival de chants folkloriques.,B2
2511,Nous allons au restaurant.,A1
3397,Ce besoin se conjugue à un sentiment national en progression et une fierté d'être Français très largement partagée.,C1
4282,C'est la belle qui a tué la bête.,A2
1147,Il ne peut en rester qu'un.,A2
3272,"Une indemnité versée aux cyclistes utilisant leur vélo pour se rendre au travail permet de réduire le coût d'achat du vélo et de participer aux frais d'entretien , précise Olivier Schneider, président de la FUB qui invite à ne pas voir le dispositif comme un privilège donné aux cyclistes, mais comme une façon de mettre le vélo sur un pied d'égalité avec les autres modes de transport.",B2
608,Giscard va pourtant réussir à transformer ce revers en tremplin,C1
3582,J'ai détesté la littérature à l'école en plus de ça,A2
1930,"Oui, elle est grande. Mais le lit est petit.",A1
197,"Parmi les habitants de la région, il y a ceux qui veulent revenir et ceux qui ne veulent pas",A2
2931,"C'est la saison la plus chaude, pendant laquelle on recommence à mettre ses lunettes de soleil et à aller se promener sur la plage",A1
2327,Mais très vite l'usage de la moto se répandit en commençant par être un outil de travail des professions libérales.,C1
4389,"Dans les zones urbaines des pays pauvres, les plats gras et sucrés, peu chers et immédiatement disponibles, concurrencent la nourriture traditionnelle, plus coûteuse et plus longue à préparer.",C1
766,"Ils insistent cependant afin que les animaux soient chassés seulement selon la méthode 'traditionnelle', ce qui exclut l'emploi de fusils de haute portée ou de bateaux mécanisés.",C1
4496,"Elles enragent souvent de cette horloge biologique implacable, mais peut-être sont-elles ainsi mieux préparées qu'eux à vieillir, du moins celles qui ne s'épuisent pas dans une vaine quête de l'éternelle jeunesse.",C1
4218,"Cinq ans plus tard, VGE mène une campagne présidentielle moderne, inspirée de celle de Kennedy aux États-Unis",C1
3255,"La première critique consistera à remarquer que Lafcadio fait reposer son passage à l'acte sur des signes extérieurs, en l'occurrence l'apparition ou la non apparition d'un feu dans la campagne",C2
202,"La salle craquait sous les bravos ; on recommença la strette entière ; les amoureux parlaient des fleurs de leur tombe, de serments, d'exil, de fatalité, d'espérances, et quand ils poussèrent l'adieu final, Emma jeta un cri aigu, qui se confondit avec la vibration des derniers accords.",C2
3510,Le chat a alors fait tomber la télécommande.,A1
1733,"En Chine, la Fête des mères a lieu le 2e dimanche de mai.",B1
2777,"Pour ma part, je préfère parfois voir des changements, que de voir de simples copier-coller qui respectent trop le livre, mais qui, au final, rendent le film inintéressant, sans originalité.",B2
1707,Cela peut être perçu comme étant très réducteur !,B2
3474,"De la même manière, on assiste aujourd'hui à la naissance d'un nouvel âge, analyse le sociologue Jean Viard, 56 ans.",C1
854,Je voudrais un café s'il-vous-plaît !,A1
4097,"Pour de multiples raisons, l'éducation s'est focalisée sur la spécialisation.",C2
2160,Finies mes journées tranquilles,C1
698,"Lorsque j'arrivais, j'apercevais dans les regards d'Ellénore une expression de plaisir.",C2
4748,La force des livres de Marie NDiaye réside dans la frontière indéterminée entre le réalisme et l'onirisme.,C2
2999,"Mais on entendit trois coups sur la scène; un roulement de timbales commença, les instruments de cuivre plaquèrent des accords, et le rideau, se levant, découvrit un paysage.",C2
3696,Il ne reste donc plus qu'à attendre.,A2
1636,Je me souviens d'un été durant lequel nous nous étions beaucoup déplacés en caravane,C2
3457,"Or les éleveurs du Montana craignent que les bisons transmettent à leurs bovins la brucellose, une maladie qui provoque l'avortement.",C1
3581,"Dans cette série TV (connue pour inspirer les geeks de tout âge et toute nationalité), le holodeck est une espèce de salle de jeu capable de matérialiser n'importe quel environnement, apparemment sans nécessiter aucune interface particulière.",C1
1291,La compagnie qui le gère est à majorité anglaise.,B1
1853,Et ils étaient plus de mille.,B1
3763,"Quand tu eus appelé à l'aide, ils vinrent nous porter secours",C2
3304,Je les ai abandonnés le jour où j'ai commencé à faire tenir des cahiers d'été à mes enfants et à créer des jeux avec eux,C2
4717,"Le fondateur, Aristide Finet, avait donné sa fille Désirée à son premier commis Hauchecorne ; lui, Baudu, débarqué rue de la Michodière avec sept francs dans sa poche, avait épousé la fille du père Hauchecorne, Élisabeth ; et il entendait à son tour céder sa fille Geneviève et la maison à Colomban, dès que les affaires reprendraient. S'il retardait ainsi un mariage décidé depuis trois ans, c'était par un scrupule, un entêtement de probité : il avait reçu la maison prospère, il ne voulait point la passer aux mains d'un gendre, avec une clientèle moindre et des opérations douteuses.",C2
3743,La réponse est oui.,A1
3445,"Le Conseil constitutionnel français a donc une grande autorité sur l'ensemble des institutions françaises, mais cette autorité est limitée au champ du contrôle de constitutionnalité.",B2
1998,Parlez-moi d'une journée habituelle.,A1
663,Un allongement du congé paternité peut contribuer à introduire plus d'égalité dans les couples.,B2
3748,"C'est alors qu'on le voyait, se promenant sur le Prater, porter dans un poing ostensiblement serré l'exquis mouchoir de lin jaune et noir qui évoquait à grands cris l'ordonnance de 1468 promulguée par un certain Pietro Barbo et exigeant que, la corde au cou, la race de Guido courût sur le Corso pour l'amusement de la populace chrétienne, cependant que les dames de noble naissance, assises sur des colonnes vertébrales trop raffinées pour se détendre, se levaient de leurs sièges et, en compagnie des cardinaux à robe rouge et des monsignori, applaudissaient avec l'abandon froid mais hystérique d'un peuple qui est tout ensemble injuste et heureux - le pape lui-même étant précipité de sa prise sur le ciel par le rire d'un homme qui renonce à ses anges pour récupérer la bête.",C2
4413,"Pareil pour les mathématiques , poursuit-il.",B2
709,s'écria-t-il.,B2
1282,"Pour Yak Rivais, le langage fait certes travailler le cerveau, mais aussi l'oeil et l'oreille.",B2
2675,"Il reste au lit un quart d'heure dans le noir avant de se lever, pour faire durer la nuit.",A2
4029,"Je vais te faire voyager, tu les reverras ces plages de sable blanc sur lequel u aimals courir avec tes parents avant d'aller manger des churros sur le port",C1
1306,Ils font à manger et ils nettoient toujours la cuisine juste après.,A2
2237,"Chez les Musulmans, par exemple, elle est obligatoire avant la prière.",B1
3302,"""Mon fils, allergique à la pollution, a fait une crise d'asthme terrible"" , se souvient-elle.",B1
2038,Mais je pense qu'il m'aide beaucoup.,A2
1529,Je suis persuadé que la robolution va profondément modifier notre système économique.,C2
1663,On a dû écouter nos parents,A2
4736,Je prends le train dimanche matin.,A1
4754,"Autre facteur, une plus faible médiatisation du sport féminin, avec ""moins de 20% du volume horaire des retransmissions sportives télévisuelles en 2016"", d'après des chiffres du Conseil supérieur de l'audiovisuel (CSA) cités dans l'étude.",C1
3627,Il faut bien faire attention à ses vêtements et à sa coiffure,A2
2693,"Le robot Philae s'assoupit sur la comète ""Tchouri"", après une mission historique qui a tenu en haleine et permis de récolter des données qui pourraient aider à comprendre les origines de la vie sur Terre.",B2
3060,Il a les cheveux blonds,A1
1597,Pourquoi il ne parle pas ?,A1
2729,"Dans les thérapies cognitives et comportementales (TCC) destinées aux addictions, on apprend à utiliser des stratégies pour résister aux envies irrépressibles.",C2
2625,"Son espace virtuel, unique en son genre, fête ses deux ans d'existence, et propose une belle collection d'alternatives au cahier de vacances",C2
3157,Il fait une promenade sur le Vieux Port,B1
3314,Victoire en 1906: la loi du 13 juillet instaure une trêve dominicale obligatoire.,C2
1722,"Yukihiro Kimura, inventeur du recyclage des couches-culottes en combustible, Yonago, Japon.",B2
1059,"Ils sont tolérants et compréhensifs, à condition que les enfants réussissent leurs études.",B2
4636,"C'est la commémoration, c'est-à-dire la fête anniversaire, de la fin de la Seconde Guerre mondiale.",A2
3242,"Les tenants de la décroissance enjoignent pour leur part à consommer moins, à travailler moins et à réformer en profondeur les modes de vie et notamment notre consommation.",C2
1678,"Au bout du petit matin, l'échouage hétéroclite, les puanteurs exacerbées de la corruption, les sodomies monstrueuses de l'hostie et du victimaire, les coltis infranchissables du préjugé et de la sottise, les prostitutions, les hypocrisies, les lubricités, les trahisons, les mensonges, les faux, les concussions - l'essoufflement des lâchetés insuffisantes, l'enthousiasme sans ahan aux poussis surnuméraires, les avidités, les hystéries, les perversions, les arlequinades de la misère, les estropiements, les prurits, les urticaires, les hamacs tièdes de la dégénérescence. Ici la parade des risibles et scrofuleux bubons, les poutures de microbes très étranges, le poisons sans alexitère connu, les sanies de plaies bien antiques, les fermentations imprévisibles d'espèces putrescibles.",C2
1757,Le rouge est la couleure des tomates et des fraises.,A1
4191,Vous êtes une femme très intelligente.,A1
563,"Il existera bien sûr des moyens détournés de tricher, mais l'accent sera mis sur la dissuasion, à la manière des contrôles antidopage, l'autre condition étant évidemment d'imaginer des sujets qui ne se prêtent pas au copier-coller.",B2
2790,J'ai beaucoup aimé le film sur les abeilles.,A2
863,On n'a pas peur de travailler.,A2
1484,"C'est un immeuble gris, pas très loin de l'école et de chez moi.",A2
206,"Il donna cette feuille à l'alouette, et lui ordonna de la laisser tomber sur la tête du dragon.",A2
4488,"Les jeunes beaux se pavanaient au parquet, étalant, dans l'ouverture de leur gilet, leur cravate rose ou vert pomme ; et Mme Bovary les admirait d'en haut, appuyant sur des badines à pomme d'or la paume tendue de leurs gants jaunes.",C1
870,J'ai la carte jeune.,A1
4493,"Dites-lui qu'un pauvre berger lui souhaite le bonjour, et qu'il le prie de le secourir .""",A2
502,Il regarde la télévision.,A1
1028,"Quand elle s'amusait dans la conversation, ses yeux se tournaient naturellement vers moi.",C2
3840,"Pour dissuader ses lycéens de faire les Beaux-arts, l'École du cirque ou de se diriger vers diplôme d'arts du spectacle, un proviseur avait coutume de leur raconter cette histoire : J'avais deux copains.",C1
2690,"Et grâce à ces nouvelles résolutions encourageantes, je dors bien mieux maintenant !",B1
1570,On dirait qu'il y a beaucoup de travaux à faire.,B1
2773,"L'effondrement de cet ensemble trop immense avait fractionné les routes de l'Ancien Monde, mais laissé des connaissances du lointain (Marco Polo) et des demandes devenues insatisfaites (les épices pour les Occidentaux).",C1
2731,"Tous les lundis, c'est la même chose",A1
804,"""La batterie est en dessous du niveau nécessaire pour faire fonctionner l'ordinateur central"", a dit M. Ulamec.",B1
3645,"Les enfants grands sont maudits par les dieux, c'est le vieux Zahor qui l'a dit.",B1
2454,"Et dans cette ville inerte, cette foule criarde si étonnamment passée à côté de son cri comme cette ville à côté de son mouvement, de son sens, sans inquiétude, à côté de son vrai cri, le seul qu'on eût voulu l'entendre crier parce qu'on le sent sien lui seul ; parce qu'on le sent habiter en elle dans quelque refuge profond d'ombre et d'orgueil, dans cette ville inerte, cette foule à côté de son cri de faim, de misère, de révolte, de haine, cette foule si étrangement bavarde et muette.",C2
4598,"Très bien, et est-ce que vous avez un téléphone portable ?",A2
3104,"Derrière ces jeunes, il y a très souvent des parents en grande difficulté à cause de la pauvreté ou du chômage.",B1
200,"Dans les campagnes, c'est différent !",A2
3099,"Un dépliant de 4 pages distribué en 13 millions d'exemplaires ""pour fen finir avec les idées reçues"" et démontrer qu l'on ne pourrait vivre dans un monde ""sans amour et zéro papier """,B2
2278,"Deuxièmement, Spinoza précise bien que les hommes ""se vantent"" d'être libre car le désir d'être libre, même illusoire, est beaucoup plus valorisant pour l'orgueil humain que l'idée d'être totalement déterminé",C2
3561,"Parfois, cette épreuve se passe mal, entre autonomie et dépendance, entre succès et échecs.",B2
4474,"Elle a les yeux pleins de larmes, et quand je m'approche d'elle pour lui prendre la main, elle recule.",B1
4514,"La droite voudrait préserver les restes de notre triple héritage, quitte à les adapter car, disait Churchill, il faut savoir couper les arbres pour que la forêt soit plus belle.",C2
391,Je suis professeur.,A1
1495,"Il marcha pendant un an et un jour, se nourrissant de fruits et de racines.",B1
2695,je fais attention.,A1
2027,J'ai réservé pour deux nuits.,A1
2568,"Le jour de la Fête des mères, la tradition consiste le plus souvent à offrir un petit cadeau aux mamans, comme en France.",A2
64,"Avec de l'expérience, le télévendeur peut devenir animateur d'un pôle de télévendeurs, superviseur d'équipe, chef de plateau.",B1
3884,"Toute tentative de remonter aux origines du langage humain deviendrait impossible et le mystère de la ""première langue"" ne serait jamais percé.",B2
2062,"Ils ont tout planifié six mois à l'avance, afin de bénéficier des tarifs les plus avantageux, ce qui leur a permis par exemple de réserver un hôtel quatre étoiles au lieu de trois",B2
492,Je m'appelle Jessica,A1
379,"Autrement dit, peut-on se contenter du sentiment de notre liberté pour en déduire son existence certaine",C2
3993,"Un enfant bilingue est éminemment favorisé par l'inexistence de toutes les contraintes, toutes les censures qui caractérisent l'adulte après 13 ans",C2
1076,"Longtemps, il fut une journée remplie d'obligations sociales.",C1
878,"Le soir, je regarde la télé jusqu'à 11 heures.",A1
337,Encore une fois.,A1
1016,"Lorsqu'une culture est assimilée par une autre, la langue menacée subit un processus qui passe généralement par trois étapes.",C1
1275,La blanquette est bonne.,A2
3798,"Mais, tout comme l'uploading du cerveau peut être considéré comme un archétype nous permettant de penser l'identité numérique, les rêveries de la nanotechnologie moléculaire apparaissent comme l'horizon lointain des recherches d'aujourd'hui.",C2
4551,Puis il précise : Je n'ai jamais cherché à corriger ou à accentuer mon accent.,B1
3342,Tu as réussi ton examen de maths ?,A2
995,Il passe la matinée au Mucem qui est un musée récent et très connu,B1
1981,"Une preuve en est que deux millions d'emplois en Europe, nécessitant des compétences scientifiques et technologiques, ne sont pas pourvus.",C1
4297,"Si tu diminues tes frais de gestion annuels, tu augmenteras tes bénéfices nets d'au moins trente pour cent.",C1
161,Je ne comprends pas.,A1
1500,Je n'ai pas très faim.,A1
3843,On va manger des glaces et des bonbons.,A1
2613,Les soeurs de Fabrice entrèrent chez leur mère tandis que comtesse cousait ces diamants dans l'habit de voyage de notre héros ; il rendait à ces pauvres femmes leurs chétifs napoléons.,B2
3461,C'est une charmante ville.,A1
1021,"Du surgelé, du réchauffé, du périmé et pire encore : de l'industrialisé se faisant passer pour du traditionnel !",B2
3073,"Les sénateurs, investis par le suffrage universel indirect de tous les droits et obligations attachés à la fonction parlementaire, sont élus pour six ans par un collège électoral de plus de 160 000 élus.",C1
3943,Il ne les enferme pas dans des cadres étanches de civilisations qui s'entrechoquent.,C2
1585,Je reste à la maison,A1
1955,Et puis après quelques jours tout était plus facile.,B1
3152,Je prends congé aujourd'hui : je suis fatigué et j'ai besoin de repos.,A2
34,"En voici un des moins obscurs : ""Plus nous devenons maîtres de la biosphère, plus nous en devenons dépendants ; plus nous la dégradons, plus nous dégradons nos vies5.",C2
4014,"Nous crûmes qu'il avait commis une erreur fatale à leur salut mais finalement, ils fûrent délivrés pas le destin.",C2
775,"Enfin, les producteurs s'inquiètent de la pollution que peuvent entraîner ces équipements qui contiennent parfois des substances dangereuses.",B2
2556,"Devant la maison, il y a une cour minuscule.",A2
1478,"Selon les familles, la soirée peut être animée par des lectures de contes horrifiques ou de poème évoquant Halloween.",B2
1363,Peut-on évoquer des sujets sérieux avec un accent du Sud de la France ?,B1
2612,Va-t'en !,A1
2824,"Maintenant que je le connais, je n'ai plus peur !",A2
2041,Il a mal à la tête à cause de la musique.,A1
241,Un journaliste de Art Press a interviewé Agathe sur la performance dans laquelle elle a participé.,B2
2061,"Deux fois, malgré sa pauvreté, la comtesse vint passer quelques jours à Milan ; il s'agissait de voir un ballet sublime de Vigano, donné au théâtre de la Scala, et le marquis ne défendait point à sa femme d'accompagner sa belle-soeur.",C1
2363,J'ai passé une très bonne journée de vacances.,A1
600,"Dès que nous eûmes reçu de ses nouvelles, nous fûmes soulagés",C2
2435,"À cette époque, les conventions d'appellation modernes ne se sont pas encore développées en Europe.",C1
2888,"Quoique en Turquie le premier gueux en haillons aille s'asseoir sur le divan des cafés auprès du Turc le plus somptueusement vêtu sans que celui-ci se recule pour éviter à sa manche bordée d'or le contact d'une loque effilochée et graisseuse, cependant certaines classes ont leurs lieux de réceptions habituels, et le café à la fontaine de marbre est un des mieux hantés de la ville.",C1
646,C'est dans ce village de 1638 habitants que sont implantés les locaux de la nouvelle émission de téléréalité.,A2
3890,"Cette situation pourrait laisser croire qu'il y a un retard dans l'apprentissage d'une des deux langues, mais quand on étudie le vocabulaire des enfants bilingues et monolingues à trois ans, on trouve le même nombre de mots, en moyenne.",B1
3556,Des parents qui n'arrivent pas à exercer pleinement leur autorité.,B1
3202,"D'abord, les produits fabriqués en France sont en moyenne 30 pour cent plus chers que les autres",B2
1528,"Toi, tu peux apporter un jus de fruits.",A1
1267,"Sans enfants à cinquante-neuf ans, Guido avait, de son propre coeur, préparé pour son enfant à venir un coeur modelé sur sa propre préoccupation : l'hommage sans remords à la noblesse, la génuflexion que fait par contraction musculaire le corps pourchassé en s'affalant devant ce qui est imminent et inaccessible comme devant une grande chaleur.",C2
1899,"Entre 47 et 53 ans, un chômeur a 1 chance sur 10 de retrouver un contrat à durée indéterminée, déplore Jacques Gosselin, qui a créé il y a un an la Fédération interrégionale pour le développement de l'emploi des seniors.",C1
4658,"Pour la première fois, après trente-trois jours de fureur, Fabrice comprit le fin mot de tout ce qui lui arrivait.",B2
3005,"Pour chaque histoire, j'écoute l'audio et en même j'écris ce que je comprends.",B1
2734,Vous regardez la télévision.,A1
189,"Ce phénomène, c'est l'apparition d'une génération inédite.",B2
1806,"Ainsi en a décidé le très puritain George Bush, avec la bénédiction de la féministe Hillary Clinton.",C1
975,Je suis complètement en sécurité car j'ai une entière confiance en lui.,B1
2747,Elle voulut parler : je lui demandai de m'écouter.,C2
2047,"Quand il doit rencontrer un client important, Marc n'hésite pas à s'habiller sobrement",B1
2558,Un ami m'a écrit une lettre.,A1
1082,On a eu aucune nouvelle de cette personne depuis le 15 août.,B1
474,J'ai posé le courrier sur la table.,A2
2904,"Si le député avait respecté les électeurs, il aurait démissionné de son plein gré.",B2
4117,"Devant chaque porte se trouvait une botte de paille, pour empêcher le froid de passer dessous.",C1
3385,Le second s'appelle Yann et il a neuf ans,A1
4555,"Je suis, avec un peu de mépris peut-être, votre très humble servante,"" Gina Pietranera.",C1
1184,"Mis en place par l'éco-organisme Récylum, ce dispositif intéresse en premier lieu les entreprises du bâtiment, mais aussi les industries et les collectivités territoriales, qui détiennent du matériel (alarmes incendie, caméras de surveillance) qui ne fonctionne plus.",B2
2433,"Dans un premier temps, les locuteurs subissent une très forte pression - politique, sociale ou économique - pour parler la langue dominante.",C1
2391,La discipline est encore considérée comme réservée aux hommes.,B2
769,L'été c'est le 21 juin et les beaux jours sont là !,A1
1685,"Boum voilà, on arrive, on veut faire du vélo en famille et on a les vacances.",B1
130,Sa santé s'est dégradée à cause d'une infection sévère et ses jours sont comptés.,B2
2919,"Aussitôt un soldat appelé par l'adjudant lui mit la main sur le collet ; un autre soldat prit soin des chevaux, et, d'un air sévère, l'adjudant ordonna à Fabrice de le suivre sans répliquer.",C1
3171,"En règle générale, l'exploitation sélective qui en résulte n'entraîne pas de déboisement massif.",B2
3444,"Il jugeait que ses déclarations ""ouvertement politiques"" auraient un ""impact toxique"" sur les relations entre le Congrès et la Maison Blanche.",B2
4426,C'est très gentil de sa part !,A2
466,Alexandre aimait réviser à l'université pour flirter avec des filles de la faculté de droit,B1
3092,"Socrate incarne, en effet, le sage qui sait distinguer entre les désirs à poursuivre ou à ne pas poursuivre, qui sait se gouverner lui-même et qui est en mesure d'accéder à une véritable autonomie de la volonté",C2
3772,Nous sommes en vacances chez des amis.,A1
860,Tu était déjà allé voir cette pièce de théâtre ?,A2
